1,삼성전자,64100
2,에이비프로바이오,2325
3,아시아나항공,4975
4,셀트리온,294000
5,헬릭스미스,30000
6,박셀바이오,121400
7,대한항공,22950
8,우정바이오,12300
9,신성이엔지,3905
10,현대차,179500
